state_fips,county_fips,bus.bank,bank,time,adopt,NAME.x,pop,NAME.y,unemployment,bank.rate,bus.bank.rate
26,26129,1,48,1,16,"Ogemaw County, Michigan",20770,"Ogemaw County, Michigan",8.021978021978022,2.311025517573423,0.04814636494944632
26,26135,0,13,1,16,"Oscoda County, Michigan",8219,"Oscoda County, Michigan",9.333333333333334,1.581700936853632,0
26,26137,2,56,1,16,"Otsego County, Michigan",25091,"Otsego County, Michigan",5.65653134024121,2.2318759714638716,0.07970985612370969
26,26141,1,13,1,16,"Presque Isle County, Michigan",12982,"Presque Isle County, Michigan",6.3768115942028984,1.0013865352025884,0.07702973347712218
26,26143,1,64,1,16,"Roscommon County, Michigan",23459,"Roscommon County, Michigan",8.362248438584317,2.728164030862356,0.04262756298222431
26,26145,6,831,1,16,"Saginaw County, Michigan",190124,"Saginaw County, Michigan",6.517815589634154,4.370831667753676,0.0315583513917233
26,26147,13,476,1,16,"St. Clair County, Michigan",160383,"St. Clair County, Michigan",6.627924837437919,2.967895599907721,0.08105597226638733
26,26151,3,65,1,16,"Sanilac County, Michigan",40611,"Sanilac County, Michigan",6.08472534953134,1.6005515746965109,0.07387161113983896
26,26155,5,233,1,16,"Shiawassee County, Michigan",68094,"Shiawassee County, Michigan",3.9516981132075473,3.421740535142597,0.07342790847945488
26,26157,3,155,1,16,"Tuscola County, Michigan",53323,"Tuscola County, Michigan",6.63444458214566,2.906813195056542,0.05626090054948146
26,26161,14,620,1,16,"Washtenaw County, Michigan",372258,"Washtenaw County, Michigan",4.542764505637358,1.6655115538148275,0.03760832540872191
26,26163,77,8826,1,16,"Wayne County, Michigan",1793561,"Wayne County, Michigan",8.90257524688433,4.920936617154365,0.04293135276692569
39,39095,0,1,1,0,"Lucas County, Ohio",431279,"Lucas County, Ohio",7.170929767999331,0.0023186846565680223,0
42,42071,0,1,1,11,"Lancaster County, Pennsylvania",552984,"Lancaster County, Pennsylvania",3.61713889348577,0.0018083705857674,0
26,26003,0,4,1,16,"Alger County, Michigan",8842,"Alger County, Michigan",4.702891642834445,0.4523863379325944,0
26,26005,4,207,1,16,"Allegan County, Michigan",120502,"Allegan County, Michigan",3.3965093369135007,1.7178138122188844,0.0331944698013311
26,26009,2,28,1,16,"Antrim County, Michigan",23431,"Antrim County, Michigan",4.242311967395332,1.1949980794673722,0.08535700567624087
26,26013,0,9,1,16,"Baraga County, Michigan",8158,"Baraga County, Michigan",4.112209116990756,1.1032115714635942,0
26,26015,7,92,1,16,"Barry County, Michigan",62423,"Barry County, Michigan",5.313675044528003,1.4738157409929031,0.11213815420598176
26,26019,0,26,1,16,"Benzie County, Michigan",17970,"Benzie County, Michigan",4.892785215021917,1.4468558708959378,0
26,26021,9,348,1,16,"Berrien County, Michigan",154316,"Berrien County, Michigan",6.169879184727474,2.255112885248451,0.05832188496332202
26,26023,2,109,1,16,"Branch County, Michigan",44862,"Branch County, Michigan",5.162680899107051,2.429673220097187,0.04458116000178324
26,26025,4,339,1,16,"Calhoun County, Michigan",134310,"Calhoun County, Michigan",6.389471378047635,2.5240116149207057,0.029781847963666144
26,26027,1,110,1,16,"Cass County, Michigan",51589,"Cass County, Michigan",5.79476068544416,2.132237492488709,0.019383977204442807
26,26029,0,38,1,16,"Charlevoix County, Michigan",26054,"Charlevoix County, Michigan",4.822412737293325,1.458509250019191,0
26,26033,1,29,1,16,"Chippewa County, Michigan",36785,"Chippewa County, Michigan",8.993478877232775,0.788364822617915,0.02718499388337638
26,26037,2,153,1,16,"Clinton County, Michigan",79128,"Clinton County, Michigan",3.422203553161523,1.9335759781619655,0.025275502982509353
26,26041,3,36,1,16,"Delta County, Michigan",36903,"Delta County, Michigan",5.1134914562611575,0.9755304446792944,0.08129420372327453
26,26043,2,25,1,16,"Dickinson County, Michigan",25947,"Dickinson County, Michigan",3.81609577652145,0.9635025243766139,0.07708020195012912
26,26045,8,312,1,16,"Eaton County, Michigan",109175,"Eaton County, Michigan",4.6018979080678735,2.857797114724067,0.0732768490954889
